PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31
0.11065720099324779,-0.5517206804299525,-3.677808916568858,4.133266369047082,2.2305327179257186,-1.287730082361156,-1.6430241525884952,1.1043720516898494,-2.1779936812951592,-1.5910065877596686,-1.5394098862475907,-0.501160218031437,-0.5349478368596662,0.9527817123202449,-0.39921238483796373,1.681164055781668,-0.37009491732919797,-0.8301561229922497,-0.1367145576227171,0.09705583214354346,-1.3538101776142426,2.367455466214908,-0.16706557252261306,0.6001554121410062,-0.9150499444846633,-0.9433288925098502,0.4886775801597177,0.11137362369373426,1.1642825593683084,1.455308053252153,0.2901243798264535
6.907875279827774,-1.209641735848944,3.0040990633704237,3.05526939284219,0.957823979305722,-0.494965956949472,1.7692677327813333,0.7831906568123471,0.16686199318454759,-1.460334962679148,0.9478730150232242,-1.6744379418099424,-2.1453249590370365,-0.17636486005752142,0.813704818682071,-0.5297995345927022,0.269899295590902,1.8278760338631381,0.07351836335945615,-1.7776702478870239,-1.6408314117981648,-0.4831262670581471,0.9972448616059463,0.3036715162561157,0.6056448859189447,0.06163544320399763,1.9204493743105895,-0.5536402594034976,0.1812913791647888,0.07790478663807161,-0.860723759375847
-0.8385794195342905,3.488591116259993,-0.4533930292407391,1.7916034280171977,-1.558249310987384,1.4007591600122533,3.007513334510983,1.0109496734861865,-1.172022280582718,2.560767945862504,0.7528141611982014,-1.523060491354858,2.1848974969830883,0.6773733881198913,-0.14065315241901455,0.14431772336739002,-0.2854897432585405,-1.6378523012031414,0.14429640864356846,2.169533816350171,0.07989755820450488,-1.7538117639133115,0.7701974440265724,0.6334216168753485,-0.9180727034527185,-1.14193588810202,0.10963017118294398,0.6460186127873342,-0.07651333022501393,-1.7268176489921583,-0.7074446617345604
1.198889317642103,-1.4741911207061476,-2.0539564484813724,-1.5478582663151113,3.282899860553206,-0.19087373084572035,0.1629014985990448,-0.7756817472480373,5.502273893792514,-2.22231827602785,0.0783002206264133,-0.17776730313756062,-2.0284264839080084,1.1181730104023888,-0.7618299901276505,0.085275348848294,-1.6794706974393117,-0.5951957174955048,-0.6121965849512006,1.7000877469500537,-2.9146930197505383,-1.1164032265820536,-0.08445529421130195,-0.2897554285133439,0.7599611653702777,0.1574339911969175,-0.10667438365456654,-0.16418364085571036,-1.0134033844614507,-0.27484678387239947,0.7723306171330551
1.313462114362053,1.3845887741865246,-0.439709681556985,0.8680941969920911,-1.6098177228553348,3.1840678446406363,1.5042944852011872,0.8809963000083599,0.5909435212705269,-2.257389079647718,3.156597576791798,1.14059057999876,1.01029942697057,1.4498329900261728,1.3657196369439606,-0.7360559700429467,-0.453254608249786,0.02573314613561777,-0.9277123262042261,0.9600440377058465,-1.4362693052437872,1.3186220475399455,1.064814471745388,0.46213979926718124,-0.5789791340997891,-1.0749286015201105,-1.002824958749535,1.188424293378413,0.9161955637319871,-1.1018176917408031,-0.45298041689863616
0.7483824903907208,-1.8267824433714084,2.182516503653486,0.7426594938562823,-1.2713566896511734,2.8010416468836103,-0.7682134833538012,-0.49636506468380515,-1.903136709911288,-0.5097546693717699,-2.63515571329605,-2.1600364201839723,-0.7720282158851394,-0.37306410611033075,2.0447157190752256,-0.5620383281885752,-0.6122644616664954,0.2367705614249839,-2.214064308447266,3.0629981311550023,-1.3629455930170569,0.17181203942368595,-0.35477607362708635,0.47173799235415687,0.9610746782402283,1.7216391133696933,0.9128828192671453,0.9396712912384544,-1.2684492901438855,-1.052386136308004,-0.2886241516678515
-0.4211442011518418,-2.7394079523436297,3.3434792614368787,0.141509399163766,-1.3322372867988013,1.4572643251459487,2.358180866601018,-1.9236207137179373,-0.4055490021853866,0.6122149804214767,1.342113692569773,2.039949578226649,-0.5375382361020106,-1.2589881834894874,0.29146896323912996,-1.2789744115290274,-2.8092058393103216,0.6027147381789798,-1.4259569536420822,1.188129331619135,0.2277124235075591,-1.624329691606824,1.3303941844471954,0.5450145300369182,-2.1603961169751074,-0.8720969561532629,1.041803105273263,1.0065021213588023,0.7906149252507748,0.2652612466184785,0.2595886920306672
8.55829681075034,1.732921658472401,-1.4685080211282637,0.687462733745633,0.8967082297903093,0.4074660458978422,-2.9523171911308497,0.05496059636034883,1.8916113652096613,0.3295803510724754,-0.6908309424173501,-2.3553085476153304,-0.1676080369224352,-0.6269872569114662,1.4061746960394808,-1.0163131317157235,-0.4317221987769667,1.1777108440236197,0.12309539755439264,0.2495578770939574,0.41117014282862685,-0.5704461262885488,-0.11317223511409644,0.8393745348927841,2.589024391064569,-0.1346394705360611,0.6314666390331766,0.27864508890363693,0.41571631596032477,0.8405900876266698,1.2734865148824568
2.4917401276949294,0.8638566814369129,-0.34088263129323376,-1.8474928546656881,1.9153673810612974,0.4830350377581384,-0.7355685359036759,-1.9582337770339904,2.3403094957871695,0.3270006293141352,-1.044584340062826,1.7912441385115756,2.0221144862733014,-1.393245372299757,-0.4350848518854777,-0.6070270584041888,-0.796870830330902,-0.5269612125644061,-0.35791253977789234,-0.5816792652700724,0.17175165030968761,1.3922065400644252,-0.6878443933284909,0.4163340577902077,1.0274664349944258,0.38095010302053334,-0.19410991892876114,0.1500243325063744,1.5524353898263417,0.2369065309791395,-1.4010318900450065
-4.9722475959267705,1.162179780866698,-2.9355800771990186,-0.6811040966002704,0.25576311248573347,-0.8446672093504551,1.3178944930150223,1.7425783539636044,1.3843923255758543,3.0247878479796952,2.546993855676135,-0.1236145975411267,-3.0275133541507677,0.989673250976029,0.6274275608857045,2.895582297415234,0.3865186844877924,-0.5741996450999215,1.7984080081873783,-2.1257319232838348,-0.08899079424365197,1.2393815331021933,0.010475440422914293,0.6843723219436645,-0.6760237075425245,1.8387979947305122,0.22990655062764268,0.10581689728150807,-0.6290117812697363,1.3796214692173883,-1.1357285246835729
1.6058654498913174,0.8766263745509376,-0.5399731980010275,-1.3353654495077343,0.21767547349038718,-2.361143866445095,1.7503172933932103,-1.2942169077063232,-2.1663037134020766,-0.5086698432115812,0.6351470091075293,1.3879645200317228,-1.7708210747919213,4.0520368101513204,1.171089212387678,-1.2376463797882515,-0.8678978076100944,1.6911206988089313,0.008872751224168,0.6266693346875802,2.7165743984135164,0.660578429240744,-1.2792984150372275,0.11690914175627706,-0.8196887249286621,0.004073846265062233,0.12219635031438193,-0.9148946251519577,-1.3362974105603593,-0.306558852600068,1.178521936696688
-12.392718473520347,0.25805648744718396,-0.07283708277998108,0.35814447850280223,-3.064603001261932,-1.9359469323340421,0.41047538170352466,-1.636596153915894,1.2811560647632003,-0.4907613443867665,-1.283746121617752,-0.7937475407081444,-1.894336915487339,3.2963180924673123,-1.842503622741131,-0.21808681378948583,-1.5005647584141728,-1.6241326620146515,1.52507565456267,-1.1618273970210546,-1.037812184819713,-0.3068729096159259,-1.2415247900125064,-0.8136884631056739,1.7416076057270895,-1.3782670133198758,1.5753548062284315,0.002303263516220259,0.7947394282321613,-0.08660617155719445,-0.2789285994706945
-4.8523408384767865,-4.165098675971948,-1.3088375951021205,-0.6332318671853692,-1.5641980315491677,0.5025887014894641,-1.628014596427115,-2.2758652885677866,1.2923042806393679,4.0119198836840475,2.4614711422920186,1.0113627463489783,-0.030114620134966578,-2.114731941377176,-0.6556867376741636,-0.49061069753805203,0.5512846779929289,0.37223376251820944,0.04593102953461705,-0.7983412013800536,-1.5554503651589437,0.4741417969625839,-1.3593813645001394,-0.5407791916848499,0.4354678072309231,0.417960173567594,-0.24578568644222235,-0.5457830612911557,0.3028719761921241,-1.6218537938490099,0.29739484670424443
