PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35
0.2957447335621101,-1.9439423890751497,-3.573694691330667,3.6576088089227774,1.252783965800988,-2.717556821956739,1.1118028841795486,0.3110281913049714,1.535709489324068,-2.419195991565538,0.6779360027998231,-1.9862508916239252,-0.6889974148943621,-0.6424496827456108,0.4435471809549179,1.442500678077126,-0.8477558185642772,0.2835811944162605,-0.6148994766250919,-0.4405993396410538,-0.3611833542918258,0.4959051836245679,0.3718668916311975,-2.4517286692935074,-0.6551971864531205,-0.31730885700772443,1.2181583710867836,-0.11997801134665079,0.3062654081891842,-0.5907932346517804,0.8316542933873688,1.342620148528844,0.03606248388327168,-0.7573606481351092,-0.7401041365343756
7.683898112685815,-0.9810977461118334,3.5249878919952193,1.8107164423608897,1.9249110596937964,-1.6521955785082387,-0.46351356281600853,-1.0442556638607505,1.2684359675065437,1.3686083510750808,0.5150715213412741,-1.2309272792361134,-0.7795061653717549,0.3727124467236838,1.7084696290008647,-1.7586338322156057,-0.9718411907100227,-0.04307695299191802,1.5408077553105899,-0.8375504050543683,-2.1385785504801005,-0.07328453581877525,0.7820563454372627,-0.2716011680969312,0.1608208652674801,-1.9959759371413914,-1.100456752812305,-0.11711435839970648,-0.6565534070050387,-0.2154363808049573,0.42572351506995154,0.3469824430726263,0.4674200044501858,0.0024207152030920505,-0.23257266715597322
-0.990791764251736,2.6356396658940264,0.23370091429378959,3.426253953309868,-0.6735135804369218,1.6775360016511647,0.45429097096187787,-1.2174992349598575,0.6789197463298294,2.507892455419098,1.731187688533819,0.49214373285820334,-0.5042556178602629,0.8588604061327826,-2.1917294658316075,0.5709890005769214,1.6553523757731747,-0.22176893948023366,-1.5000278612793378,-0.6800462537238451,0.8880126184317646,0.6775324017771992,0.712230138160871,1.311932335377935,0.3422263665734353,-1.2137930627443794,0.40246749703439116,-0.9208873476800442,-0.0350490346062528,0.7643174579475288,-1.120574382450281,-0.43815271920988,1.2059837087247331,0.6802960685082375,-0.1896562468409281
0.28726598995324976,-2.07239268823632,-1.9343289586042094,-1.6909302411806335,0.2248318458924637,-0.8489689505571733,-5.156531883558729,3.42460752353253,-1.423405952078111,0.31314611278129156,-0.17416593115674928,-0.8580286961323758,-1.224649974400083,-1.9757089104520398,0.20591751212865442,-1.0867929274425085,0.6483669693478813,-3.135404273229927,-1.164283481385278,-1.866778152553355,-0.3985537452844631,-0.7823368741628169,0.193455172053629,0.02572442871939795,0.06824831105065977,-0.8654732439836799,-0.6190145008536824,-0.5425475301499955,0.6438652657936594,0.5646833993814073,-0.12844708339988264,-0.22697667708715777,-0.9763729507452696,-0.6674446586840088,0.21393846266606048
1.7209215472088397,0.973696657760501,0.5512640651554472,2.655677083719923,-0.9599430551376505,1.1677430547668117,-3.448733211683377,-0.5707424987198058,0.6502890889363698,-0.31814689872847646,0.9134694183922992,2.3402116603851164,1.789128524988089,-1.2493241098828316,-0.27565811262407897,-0.427495812984221,-0.6214981061177636,-1.2245563283205887,-0.5216856972240617,-0.5607300407587438,-0.6463635063892155,2.2790892848334052,0.47457164752910214,-0.6634637901169739,0.5701699508151656,0.9786782103932289,1.2478011762010999,-1.1272908624432236,-0.8519788349309367,-0.4139020888007589,-1.2461487517219028,-0.8630772182985823,0.43955663304548087,-1.4209587239280228,-0.45726379704218656
0.07016813999136562,-1.464399785248361,1.4697339314847675,0.4855006564741938,0.20231874304128616,2.6065639695538794,0.31805548234312925,-1.2079078246731094,-0.2559871038861379,-1.4557754788126624,-0.2035746448525083,-0.9487883565987261,-0.4652186869400365,2.2197401372064154,2.2355696807988763,0.7548271970428839,1.404935841778823,-3.16392800118509,-0.5954389240389628,-1.413636238656508,0.8747624997899969,1.1404934600067147,1.2433825814864683,-0.09918616918797439,0.8918114259667412,0.31165781050574853,-0.8819068552800089,0.5365831765016127,0.5253682226468618,-0.370919245622788,-1.9996723910776841,0.29944323597045136,0.847235103431334,-0.9486776524287186,-0.08831785889205503
-1.1194139291966827,-1.5492234206398678,3.882654610631606,-0.042871659376493364,0.3995179223405508,0.37687186008543133,-1.28971276192416,-1.7203826414184058,-1.2324563042586822,1.8318195574158016,-1.7831495780547157,-0.01980197424048714,2.237207017703271,-0.23714518601552437,-0.38085562155170366,1.179401149450453,0.6635191819938152,-2.557995321940215,-0.4053611549638568,0.49479032915696525,-0.2837758106637472,0.3961067367068972,1.088753034019924,0.5789014874491263,-0.3810405473293261,-1.2947741649378484,1.7414657200122121,0.924552540815941,0.640256937140059,0.021941715969257824,0.2226497560364873,0.30243969232084805,1.161973204738448,0.06292105072357482,0.5871160611503535
8.814995964880968,1.8242132255947758,-1.3062005547612512,0.6873044418108444,0.6116383615924588,0.9998572149114021,0.9913685017037923,2.7186391704283523,-1.2604780875585544,-0.5090103753264403,0.7561860244951139,-0.09660072503425701,-0.7420293146560308,2.011393340852945,1.0614746826040666,-0.8431496397832008,0.2990185388893125,-0.6053747520184056,1.5305098902729113,1.2828725993925267,-0.3437495020533137,-0.19821225547942675,0.5507848041383365,-1.4333232299096446,1.515376738637974,-1.4170097433535815,-0.5127918512884715,-0.12063734956264519,-0.0475435952412328,1.0214666725291501,-0.023661455800806815,0.795896028306088,-1.8844452851883406,0.6202702735440037,0.9782633111381147
2.479956476097515,1.2606393515364478,-1.665703518837461,-1.7611192231347277,1.4146562746571287,0.12071545590163323,-1.4725168463417384,1.0142381844749047,-2.0963976132227526,-0.49599474169010355,-1.1456004578200933,1.5140496447599208,1.4746187420117984,0.6122753037622344,-2.1593226702532147,1.0938281984735978,-1.4908193109468066,-0.2605428531956633,-0.4026502834860567,0.6740691267629503,-0.18693109173093037,-0.80902089331918,0.053627336769020977,-0.5743982663967259,0.47099527518437817,0.4859896730450291,-0.618799374119866,0.7153458993150565,-1.9178018802370205,-0.3483984875436925,0.9697119705204025,-0.6179856184187452,-0.07125237452674195,-0.2454603694773567,-0.13976314369092618
-5.029715504475845,0.4608217958260316,-3.083824068847563,-0.4527679150603726,-1.6327285102059328,-0.2900867843923757,1.5608768748139221,0.8980274954594974,0.6988504052729917,4.55601686823224,1.484221812824671,-0.9286033267917113,-0.5202724484894922,-3.6384516572074075,2.478229901118618,0.20765222657685736,-0.4014857618306684,1.8834699880909849,-0.17350606407182712,0.4335283078241875,-0.7692725957129892,0.3791471127982263,0.2072913825437113,0.1156967484787778,-0.7487207717654863,1.2848284538992232,-0.7084337040311873,1.674713566983135,0.12725185722406837,0.7772889515193961,1.291168771684813,0.34958885094181447,0.12399896964832095,0.04918536061717518,0.025642352886537077
